,Unnamed: 0,user,date,content,user_location,tweets,tweet_status
1588,1588,"{'username': 'website_houston', 'id': 320518938, 'displayname': 'Website Marketing', 'description': 'Website Marketing And Internet Marketing Services. Website Design Services', 'rawDescription': 'Website Marketing And Internet Marketing Services. Website Design Services', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2011, 6, 20, 2, 3, 47, tzinfo=datetime.timezone.utc), 'followersCount': 47, 'friendsCount': 258, 'statusesCount': 636, 'favouritesCount': 4723, 'listedCount': 7, 'mediaCount': 1, 'location': 'Houston, TX', 'protected': False, 'linkUrl': 'http://www.thewebsitemarketing.com', 'linkTcourl': 'http://t.co/cg94L9TKAE', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/992142204524085248/3JSjCfpX_normal.jpg', 'profileBannerUrl': None, 'label': None}",2019-01-04 18:07:02+00:00,@tomspidge @Kwigg @GoDaddy The refused to refund my money.  Hundreds of dollars!,"Houston, TX",@user @user @user The refused to refund my money.  Hundreds of dollars!,"[('Negative', 0.90697336), ('Neutral', 0.08576334), ('Positive', 0.0072633205)]"
1589,1589,"{'username': 'MariobyTraject', 'id': 1034096331474776064, 'displayname': 'Mario Cano from Traject Social', 'description': 'La m?­s completa plataforma de administraci??n de redes sociales en el mundo ???¯????', 'rawDescription': 'La m?­s completa plataforma de administraci??n de redes sociales en el mundo ???¯????', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2018, 8, 27, 15, 12, 32, tzinfo=datetime.timezone.utc), 'followersCount': 113, 'friendsCount': 255, 'statusesCount': 2574, 'favouritesCount': 9, 'listedCount': 1, 'mediaCount': 2, 'location': 'Worldwide', 'protected': False, 'linkUrl': 'https://bytraject.com/software/social/', 'linkTcourl': 'https://t.co/2OpuWarngl', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1253052775317016581/vrzz6kDX_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1034096331474776064/1587586037', 'label': None}",2019-01-04 18:04:50+00:00,Destacados de Instagram: GoDaddy comparte a sus creadores ???¯???ý #socialmedia #socialmediamanagement #socialreportsalvaeld??a https://t.co/uK1oWNPnxG,Worldwide,Destacados de Instagram: GoDaddy comparte a sus creadores ???¯???ý #socialmedia #socialmediamanagement #socialreportsalvaeld??a http,"[('Negative', 0.21901281), ('Neutral', 0.6880806), ('Positive', 0.09290664)]"
1590,1590,"{'username': 'domainhunter', 'id': 25368252, 'displayname': 'Domain News', 'description': ""I'm a domainer"", 'rawDescription': ""I'm a domainer"", 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 3, 19, 19, 40, 36, tzinfo=datetime.timezone.utc), 'followersCount': 3916, 'friendsCount': 220, 'statusesCount': 52041, 'favouritesCount': 0, 'listedCount': 105, 'mediaCount': 3, 'location': 'Everywhere', 'protected': False, 'linkUrl': 'https://www.facebook.com/domainhunter', 'linkTcourl': 'https://t.co/JatodIgfdz', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1881327674/domainhunter_normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/25368252/1348576243', 'label': None}",2019-01-04 18:01:34+00:00,"Domaining: Multiple Extensions: a GoDaddy Appraisal Observation  https://t.co/xaFJu2vFue: When researching domain names to buy, one indicator of value I look at is the number of other extensions that... https://t.co/82mb6JV0z0",Everywhere,"Domaining: Multiple Extensions: a GoDaddy Appraisal Observation  http When researching domain names to buy, one indicator of value I look at is the number of other extensions that... http","[('Negative', 0.07756578), ('Neutral', 0.8294045), ('Positive', 0.09302986)]"
1591,1591,"{'username': 'BestDomainDeals', 'id': 812777180, 'displayname': 'BestDomainDeals', 'description': 'The Best Domain Names for sale on the Internet.', 'rawDescription': 'The Best Domain Names for sale on the Internet.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2012, 9, 9, 9, 36, 37, tzinfo=datetime.timezone.utc), 'followersCount': 304, 'friendsCount': 1425, 'statusesCount': 12192, 'favouritesCount': 0, 'listedCount': 7, 'mediaCount': 0, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/2591964046/p5gao51ippkqyst6992m_normal.jpeg', 'profileBannerUrl': None, 'label': None}",2019-01-04 18:00:30+00:00,Domain Auctions at GoDaddy: https://t.co/AToXo39Ome,,Domain Auctions at GoDaddy: http,"[('Negative', 0.05462301), ('Neutral', 0.8663681), ('Positive', 0.07900882)]"
1592,1592,"{'username': 'andhrawala', 'id': 26708401, 'displayname': 'ø?ø?ø?ñøøø?øæø?øýø?', 'description': ""Digital Marketing Strategist .... ø?ñøøø¨ø?ñ?ø?ñ, øøø?ø?ø?ñ?ø?ø?øýñ, ø?ø¨ø?ø¨ø?ø?øýñ... SRK | NBK | Rajinikanth | NTR | Prabhas | @ncbn | TDP.  RT's r not endorsements"", 'rawDescription': ""Digital Marketing Strategist .... ø?ñøøø¨ø?ñ?ø?ñ, øøø?ø?ø?ñ?ø?ø?øýñ, ø?ø¨ø?ø¨ø?ø?øýñ... SRK | NBK | Rajinikanth | NTR | Prabhas | @ncbn | TDP.  RT's r not endorsements"", 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 3, 26, 7, 45, 41, tzinfo=datetime.timezone.utc), 'followersCount': 3182, 'friendsCount': 1015, 'statusesCount': 18112, 'favouritesCount': 2873, 'listedCount': 43, 'mediaCount': 910, 'location': 'Hyderabad - Anantapur', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1225306417298464770/sF_5yIao_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/26708401/1644981164', 'label': None}",2019-01-04 17:59:41+00:00,@mikemanndotcom How close is the GoDaddy appraisal to the real value?... how much can we trust it?.. #Suggest,Hyderabad - Anantapur,@user How close is the GoDaddy appraisal to the real value?... how much can we trust it?.. #Suggest,"[('Negative', 0.16331701), ('Neutral', 0.7974079), ('Positive', 0.039275046)]"
1593,1593,"{'username': 'DomainGang', 'id': 71733665, 'displayname': 'Domain Gang ???', 'description': 'DomainGang.com - Real & parody content for the domain industry! Follow us daily, and discover the wonderful, fun world of domain investing.', 'rawDescription': 'https://t.co/o9hi9EIj9A - Real & parody content for the domain industry! Follow us daily, and discover the wonderful, fun world of domain investing.', 'descriptionUrls': [{'text': 'DomainGang.com', 'url': 'http://DomainGang.com', 'tcourl': 'https://t.co/o9hi9EIj9A', 'indices': (0, 23)}], 'verified': False, 'created': datetime.datetime(2009, 9, 5, 5, 13, 46, tzinfo=datetime.timezone.utc), 'followersCount': 13050, 'friendsCount': 2079, 'statusesCount': 25256, 'favouritesCount': 18238, 'listedCount': 334, 'mediaCount': 478, 'location': '', 'protected': False, 'linkUrl': 'https://DomainGang.com', 'linkTcourl': 'https://t.co/1eF09Fruts', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1506017482124967936/OSdy3sjb_normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/71733665/1645830025', 'label': None}",2019-01-04 17:58:55+00:00,@DInvesting @webdotcom @namejet @GoDaddy If you have an NSI rep you're already maxed out your options. Most domainer mortals can't get a response email.,,@user @user @user @user If you have an NSI rep you're already maxed out your options. Most domainer mortals can't get a response email.,"[('Negative', 0.5876192), ('Neutral', 0.3813955), ('Positive', 0.03098532)]"
1594,1594,"{'username': 'Elumynt', 'id': 2708046882, 'displayname': 'Elumynt', 'description': 'Objectively better #advertising for #ecommerce | Helped with 7 recent exits | Almost reached our unicorn ????  with $800M | Founded by @wmharris101', 'rawDescription': 'Objectively better #advertising for #ecommerce | Helped with 7 recent exits | Almost reached our unicorn ????  with $800M | Founded by @wmharris101', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2014, 8, 5, 2, 40, 48, tzinfo=datetime.timezone.utc), 'followersCount': 1060, 'friendsCount': 1086, 'statusesCount': 5965, 'favouritesCount': 3036, 'listedCount': 637, 'mediaCount': 2295, 'location': 'Minneapolis, MN', 'protected': False, 'linkUrl': 'http://elumynt.com', 'linkTcourl': 'https://t.co/KboPUhexhR', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1449103942756061189/Iyrw2m9E_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2708046882/1430965716', 'label': None}",2019-01-04 17:52:00+00:00,"https://t.co/6myGSxpzzE

with~ @Sellbrite @Forbes @TechCrunch @BuzzFeed @packhelpcom @enterpreneurmedia @Google @huffingtonpos13 @BacklinkOffers @GoDaddy @ahrefs @locabikes @Wikipedia @amazon @BuffaloJacks @kickstarter @BestLeatherorg @typeform @SurveyMonkey @devskiller","Minneapolis, MN",http @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user,"[('Negative', 0.084990956), ('Neutral', 0.7885847), ('Positive', 0.12642437)]"
1595,1595,"{'username': 'DomainsZen', 'id': 2888302602, 'displayname': 'DomainsZen', 'description': '#DomainNames #BrandNames', 'rawDescription': '#DomainNames #BrandNames', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2014, 11, 3, 9, 14, 40, tzinfo=datetime.timezone.utc), 'followersCount': 1027, 'friendsCount': 423, 'statusesCount': 73738, 'favouritesCount': 0, 'listedCount': 815, 'mediaCount': 4556, 'location': '', 'protected': False, 'linkUrl': 'http://www.linkedin.com/in/zen-domain-names', 'linkTcourl': 'https://t.co/pA00zV5PFi', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/529201214731202561/kHoHDvo8_normal.jpeg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2888302602/1473775505', 'label': None}",2019-01-04 17:49:33+00:00,Multiple Extensions: a GoDaddy Appraisal Observation https://t.co/HpoHgJZdbq,,Multiple Extensions: a GoDaddy Appraisal Observation http,"[('Negative', 0.04624178), ('Neutral', 0.87927675), ('Positive', 0.074481435)]"
1596,1596,"{'username': 'domainrecap', 'id': 938629455446200325, 'displayname': 'Domain Recap', 'description': 'There is no such thing as a strict domain price, only the highest amount you can extract from the buyer.', 'rawDescription': 'There is no such thing as a strict domain price, only the highest amount you can extract from the buyer.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 12, 7, 4, 41, 15, tzinfo=datetime.timezone.utc), 'followersCount': 514, 'friendsCount': 38, 'statusesCount': 9048, 'favouritesCount': 1811, 'listedCount': 9, 'mediaCount': 1397, 'location': '', 'protected': False, 'linkUrl': 'https://domainrecap.com', 'linkTcourl': 'https://t.co/4nYLrCzsx0', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/939113301405036545/Ghw9AV9P_normal.jpg', 'profileBannerUrl': None, 'label': None}",2019-01-04 17:48:12+00:00,"Last Minute Domain Auctions Recap - January 4 #godaddy #namejet #dynadot #snapnames #domain #domains #auction #oscars
https://t.co/QFJYTHHyxk",,"Last Minute Domain Auctions Recap - January 4 #godaddy #namejet #dynadot #snapnames #domain #domains #auction #oscars
https://t.co/QFJYTHHyxk","[('Negative', 0.07534271), ('Neutral', 0.88377416), ('Positive', 0.040883154)]"
1597,1597,"{'username': 'mikemanndotcom', 'id': 12028852, 'displayname': 'Mike Mann', 'description': 'Founder of fabulous corporations and charities including Phone.com, DomainMarket.com, SEO.com, and MakeChange.com currently. Author: Please see MakeMillions.com', 'rawDescription': 'Founder of fabulous corporations and charities including https://t.co/5X70Zx4c9q, https://t.co/Q5kDft3Hmk, https://t.co/cXdGXN3AcF, and https://t.co/Itx0nPCFj6 currently. Author: Please see https://t.co/GK6Q3uGrFp', 'descriptionUrls': [{'text': 'Phone.com', 'url': 'http://Phone.com', 'tcourl': 'https://t.co/5X70Zx4c9q', 'indices': (57, 80)}, {'text': 'DomainMarket.com', 'url': 'http://DomainMarket.com', 'tcourl': 'https://t.co/Q5kDft3Hmk', 'indices': (82, 105)}, {'text': 'SEO.com', 'url': 'http://SEO.com', 'tcourl': 'https://t.co/cXdGXN3AcF', 'indices': (107, 130)}, {'text': 'MakeChange.com', 'url': 'http://MakeChange.com', 'tcourl': 'https://t.co/Itx0nPCFj6', 'indices': (136, 159)}, {'text': 'MakeMillions.com', 'url': 'http://MakeMillions.com', 'tcourl': 'https://t.co/GK6Q3uGrFp', 'indices': (190, 213)}], 'verified': False, 'created': datetime.datetime(2008, 1, 9, 15, 4, 39, tzinfo=datetime.timezone.utc), 'followersCount': 8168, 'friendsCount': 1205, 'statusesCount': 27487, 'favouritesCount': 1819, 'listedCount': 133, 'mediaCount': 1554, 'location': 'Boca Raton, FL', 'protected': False, 'linkUrl': 'http://www.MikeMann.com/', 'linkTcourl': 'http://t.co/3QvhB6TQuV', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1441858151762915329/LjfENEXL_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/12028852/1545281926', 'label': None}",2019-01-04 17:46:26+00:00,"GoDaddy Appraisal Scambot falsely claims https://t.co/vXCew8vTVj is worth about the same as everything else spit out of the fraudulent automated system: $2931, but it was sold for about 700% more.","Boca Raton, FL","GoDaddy Appraisal Scambot falsely claims http is worth about the same as everything else spit out of the fraudulent automated system: $2931, but it was sold for about 700% more.","[('Negative', 0.86314595), ('Neutral', 0.12797149), ('Positive', 0.008882757)]"
1598,1598,"{'username': 'GundemEksi', 'id': 2543857057, 'displayname': 'Ek?i S??zl?¬k G?¬ndem Ba?lñklarñ', 'description': ""Ek?i S??zl?¬k'ten g?¬ndem ba?lñklarñ. This is not affiliated with Ek?i S??zl?¬k. t.me/eksigundem"", 'rawDescription': ""Ek?i S??zl?¬k'ten g?¬ndem ba?lñklarñ. This is not affiliated with Ek?i S??zl?¬k. https://t.co/ppsMqTWDOw"", 'descriptionUrls': [{'text': 't.me/eksigundem', 'url': 'http://t.me/eksigundem', 'tcourl': 'https://t.co/ppsMqTWDOw', 'indices': (76, 99)}], 'verified': False, 'created': datetime.datetime(2014, 6, 3, 16, 8, 15, tzinfo=datetime.timezone.utc), 'followersCount': 7012, 'friendsCount': 1, 'statusesCount': 96900, 'favouritesCount': 29, 'listedCount': 47, 'mediaCount': 43, 'location': 'østanbul, T?¬rkiye', 'protected': False, 'linkUrl': 'https://t.me/eksigundem', 'linkTcourl': 'https://t.co/TZ0UOCjoo5', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1271364830117670918/f1upoVpe_normal.jpg', 'profileBannerUrl': None, 'label': None}",2019-01-04 17:45:07+00:00,"GoDaddy, .com Domain Alan adlarñnñ yarñ fiyatñna alabilirim. https://t.co/Ub37SwItzk","østanbul, T?¬rkiye","GoDaddy, .com Domain Alan adlarñnñ yarñ fiyatñna alabilirim. http","[('Negative', 0.15267788), ('Neutral', 0.7447234), ('Positive', 0.10259884)]"
1599,1599,"{'username': 'MarchesdElodie', 'id': 465759602, 'displayname': 'Crescence Elodie', 'description': '#Entrepreneur, #Blogger, #WomenInTech | @TechWomen Fellow | Founder @Wetech_Org & EN Group | Tweets in French & English.', 'rawDescription': '#Entrepreneur, #Blogger, #WomenInTech | @TechWomen Fellow | Founder @Wetech_Org & EN Group | Tweets in French & English.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2012, 1, 16, 18, 16, 35, tzinfo=datetime.timezone.utc), 'followersCount': 8908, 'friendsCount': 1575, 'statusesCount': 82870, 'favouritesCount': 22465, 'listedCount': 296, 'mediaCount': 4663, 'location': 'Littoral, Cameroon', 'protected': False, 'linkUrl': 'http://lesmarchesdelodie.com', 'linkTcourl': 'https://t.co/uqqGP6vJed', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1574204088375459841/j2PSIWJm_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/465759602/1516594967', 'label': None}",2019-01-04 17:38:18+00:00,"@petit_ecolier @MinetteLontsie Oui oui. C'est exactement ??a. Je revends pour GoDaddy, mais je fixe mes prix (sur certains services), qui sont bien s?¯r en-dessous de ceux de GoDaddy.","Littoral, Cameroon","@user @user Oui oui. C'est exactement ??a. Je revends pour GoDaddy, mais je fixe mes prix (sur certains services), qui sont bien s?¯r en-dessous de ceux de GoDaddy.","[('Negative', 0.24504416), ('Neutral', 0.66947603), ('Positive', 0.08547977)]"
1600,1600,"{'username': 'ProAge2', 'id': 805214708542251008, 'displayname': 'ProAge', 'description': 'Age Management & Aesthetics', 'rawDescription': 'Age Management & Aesthetics', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2016, 12, 4, 0, 58, 41, tzinfo=datetime.timezone.utc), 'followersCount': 26, 'friendsCount': 13, 'statusesCount': 171, 'favouritesCount': 4, 'listedCount': 0, 'mediaCount': 113, 'location': 'Newport Beach, CA', 'protected': False, 'linkUrl': 'http://www.proagemedical.com', 'linkTcourl': 'https://t.co/r2BkRn6feL', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/805215114466996224/b93Yakb6_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/805214708542251008/1480813366', 'label': None}",2019-01-04 17:37:56+00:00,https://t.co/rJjud4sBhL via @GoDaddy,"Newport Beach, CA",http via @user,"[('Negative', 0.03619172), ('Neutral', 0.8811998), ('Positive', 0.08260857)]"
1601,1601,"{'username': 'ShirtTooley', 'id': 1063532156020916224, 'displayname': 'Tooley Shirt Manufacturer', 'description': 'Tooley is a men??s shirt manufacturer in Delhi, Noida and Karol bagh. We produce and deliver shirts of your choice.', 'rawDescription': 'Tooley is a men??s shirt manufacturer in Delhi, Noida and Karol bagh. We produce and deliver shirts of your choice.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2018, 11, 16, 20, 40, tzinfo=datetime.timezone.utc), 'followersCount': 90, 'friendsCount': 722, 'statusesCount': 186, 'favouritesCount': 58, 'listedCount': 0, 'mediaCount': 102, 'location': 'New Delhi, India', 'protected': False, 'linkUrl': 'http://www.tooley.in/', 'linkTcourl': 'https://t.co/Ho3bslpwOU', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1063536518134788096/dDtS53zA_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1063532156020916224/1542401832', 'label': None}",2019-01-04 17:36:04+00:00,"@GoDaddy 
Godaddy support team has  frauded me. 
Cheated me.I recommended not to purchase hosting and domain from Godaddy. 
I purchased SSL Certificate last month.They Deducted my account balance at same day. Their team has not install my SSL certificate ","New Delhi, India","@user 
Godaddy support team has  frauded me. 
Cheated me.I recommended not to purchase hosting and domain from Godaddy. 
I purchased SSL Certificate last month.They Deducted my account balance at same day. Their team has not install my SSL certificate ","[('Negative', 0.9072379), ('Neutral', 0.08578461), ('Positive', 0.0069774706)]"
1602,1602,"{'username': 'cPanel', 'id': 20594079, 'displayname': 'cPanel', 'description': 'Hosting Server Management, Simplified. \nBringing you powerful automation tools, cutting edge development, and world-class support to hosting providers globally.', 'rawDescription': 'Hosting Server Management, Simplified. \nBringing you powerful automation tools, cutting edge development, and world-class support to hosting providers globally.', 'descriptionUrls': None, 'verified': True, 'created': datetime.datetime(2009, 2, 11, 14, 49, 10, tzinfo=datetime.timezone.utc), 'followersCount': 28953, 'friendsCount': 1061, 'statusesCount': 7747, 'favouritesCount': 3168, 'listedCount': 528, 'mediaCount': 1781, 'location': 'Houston, TX', 'protected': False, 'linkUrl': 'http://www.cpanel.net', 'linkTcourl': 'https://t.co/Qk3ykEtMlo', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/941380195507990528/Dpfp-1vu_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/20594079/1635519830', 'label': None}",2019-01-04 17:33:18+00:00,"@disgruntledghos @GoDaddy @HostGator Hi there! Were you able to get your account online? We don't provide any hosting, just the software that most webhosts use (GoDaddy and HostGator).","Houston, TX","@user @user @user Hi there! Were you able to get your account online? We don't provide any hosting, just the software that most webhosts use (GoDaddy and HostGator).","[('Negative', 0.17518385), ('Neutral', 0.69550264), ('Positive', 0.12931354)]"
1603,1603,"{'username': 'ShirtTooley', 'id': 1063532156020916224, 'displayname': 'Tooley Shirt Manufacturer', 'description': 'Tooley is a men??s shirt manufacturer in Delhi, Noida and Karol bagh. We produce and deliver shirts of your choice.', 'rawDescription': 'Tooley is a men??s shirt manufacturer in Delhi, Noida and Karol bagh. We produce and deliver shirts of your choice.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2018, 11, 16, 20, 40, tzinfo=datetime.timezone.utc), 'followersCount': 90, 'friendsCount': 722, 'statusesCount': 186, 'favouritesCount': 58, 'listedCount': 0, 'mediaCount': 102, 'location': 'New Delhi, India', 'protected': False, 'linkUrl': 'http://www.tooley.in/', 'linkTcourl': 'https://t.co/Ho3bslpwOU', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1063536518134788096/dDtS53zA_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1063532156020916224/1542401832', 'label': None}",2019-01-04 17:31:51+00:00,"@godaddyauctions 
Godaddy support team has frauded me.Cheated me.I recommended not to purchase hosting and domain from Godaddy.I purchased SSL Certificate last month.They Deducted my account balance at same day.Their team has not install my SSL certificat","New Delhi, India","@user 
Godaddy support team has frauded me.Cheated me.I recommended not to purchase hosting and domain from Godaddy.I purchased SSL Certificate last month.They Deducted my account balance at same day.Their team has not install my SSL certificat","[('Negative', 0.9133704), ('Neutral', 0.080244355), ('Positive', 0.006385288)]"
1604,1604,"{'username': 'ShirtTooley', 'id': 1063532156020916224, 'displayname': 'Tooley Shirt Manufacturer', 'description': 'Tooley is a men??s shirt manufacturer in Delhi, Noida and Karol bagh. We produce and deliver shirts of your choice.', 'rawDescription': 'Tooley is a men??s shirt manufacturer in Delhi, Noida and Karol bagh. We produce and deliver shirts of your choice.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2018, 11, 16, 20, 40, tzinfo=datetime.timezone.utc), 'followersCount': 90, 'friendsCount': 722, 'statusesCount': 186, 'favouritesCount': 58, 'listedCount': 0, 'mediaCount': 102, 'location': 'New Delhi, India', 'protected': False, 'linkUrl': 'http://www.tooley.in/', 'linkTcourl': 'https://t.co/Ho3bslpwOU', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1063536518134788096/dDtS53zA_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1063532156020916224/1542401832', 'label': None}",2019-01-04 17:30:11+00:00,"@GoDaddyLife 
Godaddy support team has  frauded me. Cheated me.I recommended not to purchase hosting and domain from Godaddy. I purchased SSL Certificate last month.They Deducted my account balance at same day.Their team has not install my SSL certificate","New Delhi, India","@user 
Godaddy support team has  frauded me. Cheated me.I recommended not to purchase hosting and domain from Godaddy. I purchased SSL Certificate last month.They Deducted my account balance at same day.Their team has not install my SSL certificate","[('Negative', 0.9081035), ('Neutral', 0.08509014), ('Positive', 0.006806377)]"
1605,1605,"{'username': 'FrankBracciole', 'id': 465847224, 'displayname': 'Frank Brattole', 'description': 'Happiness Ambassador, Wedding Officiant, enjoying the journey!', 'rawDescription': 'Happiness Ambassador, Wedding Officiant, enjoying the journey!', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2012, 1, 16, 20, 7, 46, tzinfo=datetime.timezone.utc), 'followersCount': 59, 'friendsCount': 363, 'statusesCount': 132, 'favouritesCount': 68, 'listedCount': 0, 'mediaCount': 7, 'location': 'New Jersey', 'protected': False, 'linkUrl': 'http://www.alluneedislove.net', 'linkTcourl': 'https://t.co/Ie5o0fRsdh', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/998962943923404802/FiILbMMJ_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/465847224/1527006232', 'label': None}",2019-01-04 17:30:06+00:00,Why I love @GoDaddy: I'm always happy with the products and service https://t.co/ZeTYz2Ahi8,New Jersey,Why I love @user I'm always happy with the products and service http,"[('Negative', 0.0017444433), ('Neutral', 0.00709758), ('Positive', 0.99115777)]"
1606,1606,"{'username': 'MarchesdElodie', 'id': 465759602, 'displayname': 'Crescence Elodie', 'description': '#Entrepreneur, #Blogger, #WomenInTech | @TechWomen Fellow | Founder @Wetech_Org & EN Group | Tweets in French & English.', 'rawDescription': '#Entrepreneur, #Blogger, #WomenInTech | @TechWomen Fellow | Founder @Wetech_Org & EN Group | Tweets in French & English.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2012, 1, 16, 18, 16, 35, tzinfo=datetime.timezone.utc), 'followersCount': 8908, 'friendsCount': 1575, 'statusesCount': 82870, 'favouritesCount': 22465, 'listedCount': 296, 'mediaCount': 4663, 'location': 'Littoral, Cameroon', 'protected': False, 'linkUrl': 'http://lesmarchesdelodie.com', 'linkTcourl': 'https://t.co/uqqGP6vJed', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1574204088375459841/j2PSIWJm_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/465759602/1516594967', 'label': None}",2019-01-04 17:26:16+00:00,@petit_ecolier @MinetteLontsie Je vois ??a. GoDaddy n'a pas d'abord les petits prix ????. Je vais check chez le tien voir.,"Littoral, Cameroon",@user @user Je vois ??a. GoDaddy n'a pas d'abord les petits prix ????. Je vais check chez le tien voir.,"[('Negative', 0.25832525), ('Neutral', 0.6983922), ('Positive', 0.043282483)]"
1607,1607,"{'username': 'Brank1934799', 'id': 3421073315, 'displayname': 'Christina Ballard', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2015, 8, 13, 22, 10, 38, tzinfo=datetime.timezone.utc), 'followersCount': 28, 'friendsCount': 7, 'statusesCount': 12758, 'favouritesCount': 0, 'listedCount': 11, 'mediaCount': 9830, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/631951985290285056/oofWe0Cc_normal.jpg', 'profileBannerUrl': None, 'label': None}",2019-01-04 17:25:19+00:00,"The Best-Ever Culture Decks: Learn From Netflix, GoDaddy, LinkedIn, And Other Rock Stars https://t.co/KayLch0KJQ",,"The Best-Ever Culture Decks: Learn From Netflix, GoDaddy, LinkedIn, And Other Rock Stars http","[('Negative', 0.0018550449), ('Neutral', 0.075726725), ('Positive', 0.92241836)]"
1608,1608,"{'username': 'domainsaugmentd', 'id': 893876582955331584, 'displayname': 'domainsaugmented', 'description': 'Premium Augmented Reality domains', 'rawDescription': 'Premium Augmented Reality domains', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 8, 5, 16, 49, 19, tzinfo=datetime.timezone.utc), 'followersCount': 175, 'friendsCount': 104, 'statusesCount': 255, 'favouritesCount': 521, 'listedCount': 2, 'mediaCount': 5, 'location': 'Berlin, Germany', 'protected': False, 'linkUrl': 'http://domainsaugmented.com', 'linkTcourl': 'https://t.co/jJdYjRxwsT', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/910138439592501248/OuY9Uo8v_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/893876582955331584/1503828439', 'label': None}",2019-01-04 17:24:27+00:00,@DInvesting @webdotcom @namejet @GoDaddy ???? Fingers crossed for a good resolution,"Berlin, Germany",@user @user @user @user ???? Fingers crossed for a good resolution,"[('Negative', 0.0052251737), ('Neutral', 0.20185457), ('Positive', 0.79292035)]"
